Month,Campaign,Clicks,CTR,Cost,Conversions
7/2016,MS Health Informatics,6,0.0145,85.82,0
7/2016,MS Health Informatics,7,0.0229,91.54,0
7/2016,MS Health Informatics,8,0.019,123.87,2
6/2016,MS Health Informatics,7,0.0114,101.64,0
6/2016,MS Health Informatics,17,0.0279,246.45,4
6/2016,MS Health Informatics,0,0,0,0
6/2016,MS Health Informatics,14,0.0204,252.55,0
6/2016,MS Health Informatics,9,0.0236,126.06,3
6/2016,MS Health Informatics,4,0.0117,91.24,0
6/2016,MS Health Informatics,6,0.0168,136.21,3
6/2016,MS Health Informatics,9,0.0273,146.51,2
6/2016,MS Health Informatics,6,0.0145,97.72,2
6/2016,MS Health Informatics,3,0.0068,45.43,0
6/2016,MS Health Informatics,4,0.0109,55.91,0
6/2016,MS Health Informatics,4,0.0172,60.52,0
6/2016,MS Health Informatics,5,0.027,95.06,0
6/2016,MS Health Informatics,7,0.0204,90.24,1
6/2016,MS Health Informatics,8,0.0146,91.32,2
6/2016,MS Health Informatics,12,0.0198,230.49,1
6/2016,MS Health Informatics,11,0.0206,206.07,3
6/2016,MS Health Informatics,6,0.0131,91.05,1
6/2016,MS Health Informatics,5,0.0163,136.25,0
6/2016,MS Health Informatics,2,0.0099,35.08,0
6/2016,MS Health Informatics,7,0.0156,117.93,1
6/2016,MS Health Informatics,7,0.014,127.81,0
6/2016,MS Health Informatics,7,0.0126,94.14,1
6/2016,MS Health Informatics,7,0.0129,70.28,0
6/2016,MS Health Informatics,9,0.0176,146.45,1
6/2016,MS Health Informatics,8,0.0213,153.09,1
6/2016,MS Health Informatics,6,0.0169,133.17,0
6/2016,MS Health Informatics,7,0.0139,133.28,0
6/2016,MS Health Informatics,6,0.0153,88.46,0
6/2016,MS Health Informatics,1,0.0303,2.02,0
5/2016,MS Health Informatics,2,0.0588,39.94,1
5/2016,MS Health Informatics,0,0,0,0
5/2016,MS Health Informatics,3,0.0126,28.87,0
5/2016,MS Health Informatics,2,0.0046,33.22,0
5/2016,MS Health Informatics,10,0.0183,161.26,0
5/2016,MS Health Informatics,14,0.022,203.98,0
5/2016,MS Health Informatics,12,0.0188,197.08,0
5/2016,MS Health Informatics,14,0.0244,198.62,2
5/2016,MS Health Informatics,5,0.0161,68.45,2
5/2016,MS Health Informatics,6,0.02,94.94,0
5/2016,MS Health Informatics,5,0.0137,60.79,1
5/2016,MS Health Informatics,5,0.0114,202.81,0
5/2016,MS Health Informatics,3,0.005,51.48,1
5/2016,MS Health Informatics,10,0.0167,142.32,0
5/2016,MS Health Informatics,3,0.0055,40.84,0
5/2016,MS Health Informatics,4,0.0117,70.54,1
5/2016,MS Health Informatics,3,0.0119,36.17,0
5/2016,MS Health Informatics,10,0.0194,154.92,2
5/2016,MS Health Informatics,7,0.0141,80.51,1
5/2016,MS Health Informatics,11,0.0188,127.57,2
5/2016,MS Health Informatics,12,0.0143,185.17,1
5/2016,MS Health Informatics,13,0.0165,183.89,0
5/2016,MS Health Informatics,7,0.0187,146.5,1
5/2016,MS Health Informatics,9,0.0183,157.59,0
5/2016,MS Health Informatics,9,0.0084,123.63,0
5/2016,MS Health Informatics,12,0.0104,176.87,2
5/2016,MS Health Informatics,11,0.0149,174.49,1
5/2016,MS Health Informatics,11,0.0123,193.43,0
5/2016,MS Health Informatics,11,0.0114,185.92,2
5/2016,MS Health Informatics,10,0.0126,156.34,1
4/2016,MS Health Informatics,8,0.0103,99.03,1
4/2016,MS Health Informatics,8,0.0072,135.6,2
4/2016,MS Health Informatics,12,0.0204,185.11,2
4/2016,MS Health Informatics,12,0.0098,179.19,1
4/2016,MS Health Informatics,11,0.0213,195.34,1
4/2016,MS Health Informatics,11,0.0136,195.13,2
4/2016,MS Health Informatics,5,0.0069,95.48,1
4/2016,MS Health Informatics,12,0.0183,147.26,1
4/2016,MS Health Informatics,9,0.0088,100.07,1
4/2016,MS Health Informatics,11,0.0113,172.19,0
4/2016,MS Health Informatics,16,0.0063,179,2
4/2016,MS Health Informatics,15,0.0075,182.79,0
4/2016,MS Health Informatics,14,0.0062,183.36,0
4/2016,MS Health Informatics,13,0.009,163.06,2
4/2016,MS Health Informatics,13,0.0114,155.82,0
4/2016,MS Health Informatics,12,0.0053,161.68,0
4/2016,MS Health Informatics,13,0.0058,172.07,0
4/2016,MS Health Informatics,12,0.0046,162.77,1
4/2016,MS Health Informatics,17,0.0064,182.36,1
4/2016,MS Health Informatics,17,0.008,213.72,3
4/2016,MS Health Informatics,13,0.0054,164.87,0
4/2016,MS Health Informatics,9,0.0038,127.38,0
4/2016,MS Health Informatics,14,0.0064,166.59,0
4/2016,MS Health Informatics,16,0.0053,173.21,0
4/2016,MS Health Informatics,15,0.0049,188.13,1
4/2016,MS Health Informatics,15,0.0043,192.52,1
4/2016,MS Health Informatics,15,0.0058,189.03,1
4/2016,MS Health Informatics,12,0.007,163.98,3
4/2016,MS Health Informatics,13,0.0052,167.97,2
4/2016,MS Health Informatics,6,0.0051,83.09,0
9/2016,MS Information Systems,2,0.0208,24.32,1
9/2016,MS Information Systems,6,0.1132,67.73,1
9/2016,MS Information Systems,0,0,0,0
9/2016,MS Information Systems,0,0,0,0
9/2016,MS Information Systems,0,0,0,0
9/2016,MS Information Systems,0,0,0,0
9/2016,MS Information Systems,0,0,0,0
9/2016,MS Information Systems,0,0,0,0
9/2016,MS Information Systems,1,0.0172,12.25,0
9/2016,MS Information Systems,1,0.025,20.14,0
9/2016,MS Information Systems,0,0,0,0
9/2016,MS Information Systems,2,0.0351,36.29,1
9/2016,MS Information Systems,0,0,0,0
8/2016,MS Information Systems,4,0.0482,46.76,0
8/2016,MS Information Systems,2,0.0225,35.21,0
8/2016,MS Information Systems,3,0.0429,57.07,2
8/2016,MS Information Systems,1,0.0196,3.81,0
8/2016,MS Information Systems,0,0,0,0
8/2016,MS Information Systems,1,0.0159,22.21,0
8/2016,MS Information Systems,0,0,0,0
8/2016,MS Information Systems,4,0.0625,82.13,0
8/2016,MS Information Systems,4,0.0357,53,0
8/2016,MS Information Systems,1,0.0143,26.67,1
8/2016,MS Information Systems,2,0.0328,28.11,1
8/2016,MS Information Systems,0,0,0,0
8/2016,MS Information Systems,0,0,0,0
8/2016,MS Information Systems,2,0.0174,25.09,0
8/2016,MS Information Systems,1,0.0118,2.13,0
8/2016,MS Information Systems,1,0.0101,13.07,0
8/2016,MS Information Systems,0,0,0,0
8/2016,MS Information Systems,0,0,0,0
8/2016,MS Information Systems,0,0,0,0
8/2016,MS Information Systems,1,0.0137,10.4,0
8/2016,MS Information Systems,0,0,0,0
8/2016,MS Information Systems,2,0.0194,37.87,0
8/2016,MS Information Systems,1,0.0108,23.87,0
8/2016,MS Information Systems,1,0.0122,3.39,0
8/2016,MS Information Systems,0,0,0,0
8/2016,MS Information Systems,1,0.0114,8.94,0
8/2016,MS Information Systems,1,0.0088,33.92,0
8/2016,MS Information Systems,1,0.0093,7.85,0
8/2016,MS Information Systems,2,0.037,61.69,1
8/2016,MS Information Systems,0,0,0,0
7/2016,MS Information Systems,1,0.0109,34.7,0
7/2016,MS Information Systems,2,0.0435,45.51,0
7/2016,MS Information Systems,2,0.0267,61.11,0
7/2016,MS Information Systems,0,0,0,0
7/2016,MS Information Systems,2,0.0222,31.62,0
7/2016,MS Information Systems,0,0,0,0
7/2016,MS Information Systems,1,0.0097,16.18,0
7/2016,MS Information Systems,1,0.0182,15.41,1
7/2016,MS Information Systems,2,0.0435,43.54,0
7/2016,MS Information Systems,3,0.0833,61.71,0
7/2016,MS Information Systems,1,0.0118,33.25,0
7/2016,MS Information Systems,1,0.0103,15.74,0
7/2016,MS Information Systems,3,0.0268,59.31,0
7/2016,MS Information Systems,3,0.0294,50.04,0
7/2016,MS Information Systems,0,0,0,0
7/2016,MS Information Systems,3,0.0297,35.96,1
7/2016,MS Information Systems,0,0,0,0
7/2016,MS Information Systems,0,0,0,0
7/2016,MS Information Systems,3,0.0303,37.67,0
7/2016,MS Information Systems,4,0.0755,61,0
7/2016,MS Information Systems,0,0,0,0
7/2016,MS Information Systems,3,0.0652,50.19,0
7/2016,MS Information Systems,3,0.1429,62.18,0
7/2016,MS Information Systems,1,0.0139,12.35,0
7/2016,MS Information Systems,3,0.0448,56.73,1
7/2016,MS Information Systems,2,0.0241,19.47,0
7/2016,MS Information Systems,1,0.0083,17.22,0
7/2016,MS Information Systems,3,0.0789,47.56,0
7/2016,MS Information Systems,0,0,0,0
7/2016,MS Information Systems,0,0,0,0
7/2016,MS Information Systems,2,0.0385,58.71,0
6/2016,MS Information Systems,3,0.0333,69.6,1
6/2016,MS Information Systems,1,0.0115,9.8,0
6/2016,MS Information Systems,0,0,0,0
6/2016,MS Information Systems,3,0.0306,76.48,1
6/2016,MS Information Systems,1,0.027,27.89,0
6/2016,MS Information Systems,1,0.025,22.22,0
6/2016,MS Information Systems,3,0.0588,46.51,0
6/2016,MS Information Systems,1,0.0112,26.91,0
6/2016,MS Information Systems,0,0,0,0
6/2016,MS Information Systems,1,0.0092,12.02,0
6/2016,MS Information Systems,1,0.0095,26.69,0
6/2016,MS Information Systems,0,0,0,0
6/2016,MS Information Systems,1,0.0204,5.9,1
6/2016,MS Information Systems,6,0.1034,127.85,2
6/2016,MS Information Systems,0,0,0,0
6/2016,MS Information Systems,3,0.0288,64.42,1
6/2016,MS Information Systems,2,0.0227,17.38,0
6/2016,MS Information Systems,6,0.0504,83.57,0
6/2016,MS Information Systems,1,0.0189,21.9,0
6/2016,MS Information Systems,2,0.0294,41.92,0
6/2016,MS Information Systems,0,0,0,0
6/2016,MS Information Systems,3,0.0216,61.65,0
6/2016,MS Information Systems,3,0.0203,73.85,1
6/2016,MS Information Systems,5,0.0439,86.01,1
6/2016,MS Information Systems,6,0.0351,60.09,1
6/2016,MS Information Systems,3,0.0261,29.08,1
6/2016,MS Information Systems,3,0.0309,11.76,1
6/2016,MS Information Systems,0,0,0,0
6/2016,MS Information Systems,3,0.0254,11.78,0
6/2016,MS Information Systems,0,0,0,0
5/2016,MS Information Systems,0,0,0,0
5/2016,MS Information Systems,0,0,0,0
5/2016,MS Information Systems,3,0.0288,50.49,0
5/2016,MS Information Systems,2,0.0168,38.68,0
5/2016,MS Information Systems,1,0.0076,19.97,1
5/2016,MS Information Systems,3,0.0166,43.55,0
5/2016,MS Information Systems,1,0.0064,19.61,0
5/2016,MS Information Systems,3,0.0192,67.12,0
5/2016,MS Information Systems,2,0.0155,40.45,1
5/2016,MS Information Systems,2,0.0267,32.07,1
5/2016,MS Information Systems,1,0.0139,33.79,1
5/2016,MS Information Systems,5,0.0365,67.92,0
5/2016,MS Information Systems,3,0.0185,57.49,1
5/2016,MS Information Systems,3,0.0148,30.38,0
5/2016,MS Information Systems,5,0.0269,32.02,0
5/2016,MS Information Systems,0,0,0,0
5/2016,MS Information Systems,2,0.016,26.2,0
5/2016,MS Information Systems,3,0.028,30.33,0
5/2016,MS Information Systems,1,0.0052,17.94,0
5/2016,MS Information Systems,2,0.0087,7.99,1
5/2016,MS Information Systems,7,0.0193,97.38,1
5/2016,MS Information Systems,8,0.0223,88.29,0
5/2016,MS Information Systems,4,0.013,42.01,0
5/2016,MS Information Systems,3,0.0435,59.76,0
5/2016,MS Information Systems,3,0.0268,63.58,0
5/2016,MS Information Systems,6,0.0385,64.64,1
5/2016,MS Information Systems,5,0.0244,66.87,0
5/2016,MS Information Systems,4,0.043,68.72,1
5/2016,MS Information Systems,4,0.0115,68.45,1
5/2016,MS Information Systems,5,0.0173,45.99,1
4/2016,MS Information Systems,5,0.018,34.58,0
4/2016,MS Information Systems,6,0.0476,71.96,0
4/2016,MS Information Systems,4,0.0102,62.17,0
4/2016,MS Information Systems,6,0.0225,71.85,0
4/2016,MS Information Systems,3,0.0091,57.56,0
4/2016,MS Information Systems,3,0.0197,48.2,0
4/2016,MS Information Systems,0,0,0,0
4/2016,MS Information Systems,0,0,0,0
4/2016,MS Information Systems,0,0,0,0
4/2016,MS Information Systems,3,0.0288,71.69,0
4/2016,MS Information Systems,0,0,0,0
4/2016,MS Information Systems,3,0.0252,65.95,0
4/2016,MS Information Systems,1,0.0068,12.29,0
4/2016,MS Information Systems,1,0.0123,20.13,0
4/2016,MS Information Systems,0,0,0,0
4/2016,MS Information Systems,1,0.0068,17.9,0
4/2016,MS Information Systems,1,0.0065,11.62,0
4/2016,MS Information Systems,2,0.0138,26.62,0
4/2016,MS Information Systems,3,0.0222,60.2,0
4/2016,MS Information Systems,0,0,0,0
4/2016,MS Information Systems,0,0,0,0
4/2016,MS Information Systems,2,0.026,36.38,0
4/2016,MS Information Systems,1,0.007,18.44,0
4/2016,MS Information Systems,0,0,0,0
4/2016,MS Information Systems,0,0,0,0
4/2016,MS Information Systems,3,0.0155,29.13,0
4/2016,MS Information Systems,2,0.012,45.43,0
4/2016,MS Information Systems,0,0,0,0
4/2016,MS Information Systems,1,0.0088,12.55,0
4/2016,MS Information Systems,1,0.0071,24.51,0
3/2016,MS Information Systems,1,0.0066,19.64,0
3/2016,MS Information Systems,2,0.0085,43.42,0
3/2016,MS Information Systems,0,0,0,0
3/2016,MS Information Systems,1,0.0044,20.31,0
3/2016,MS Information Systems,1,0.005,17.01,0
3/2016,MS Information Systems,2,0.0148,35.55,0
3/2016,MS Information Systems,1,0.0049,18.47,0
3/2016,MS Information Systems,3,0.0207,60.59,0
3/2016,MS Information Systems,1,0.0057,24.51,0
3/2016,MS Information Systems,1,0.0056,27.18,0
3/2016,MS Information Systems,0,0,0,0
3/2016,MS Information Systems,0,0,0,0
3/2016,MS Information Systems,3,0.0316,66.27,0
3/2016,MS Information Systems,1,0.0061,15.19,0
3/2016,MS Information Systems,1,0.0064,20.9,0
3/2016,MS Information Systems,1,0.0057,20.73,0
3/2016,MS Information Systems,4,0.0556,66.69,0
3/2016,MS Information Systems,1,0.0049,26.3,0
3/2016,MS Information Systems,0,0,0,0
3/2016,MS Information Systems,2,0.0145,28.62,0
3/2016,MS Information Systems,1,0.0061,24.71,0
3/2016,MS Information Systems,1,0.0046,24.44,0
3/2016,MS Information Systems,0,0,0,0
3/2016,MS Information Systems,0,0,0,0
3/2016,MS Information Systems,0,0,0,0
3/2016,MS Information Systems,3,0.0176,69.25,0
3/2016,MS Information Systems,2,0.0144,44.41,0
3/2016,MS Information Systems,2,0.0089,31.74,0
3/2016,MS Information Systems,1,0.0056,26.22,0
3/2016,MS Information Systems,3,0.0138,62.64,0
3/2016,MS Information Systems,2,0.0087,41.93,0
2/2016,MS Information Systems,2,0.0094,34.38,0
2/2016,MS Information Systems,2,0.0121,37.02,0
2/2016,MS Information Systems,0,0,0,0
2/2016,MS Information Systems,2,0.0093,37.98,0
2/2016,MS Information Systems,1,0.0047,18.21,0
2/2016,MS Information Systems,2,0.04,47.67,0
2/2016,MS Information Systems,2,0.0142,46.65,0
2/2016,MS Information Systems,2,0.0084,40.98,0
2/2016,MS Information Systems,1,0.0049,14.89,0
2/2016,MS Information Systems,3,0.0216,46.01,0
2/2016,MS Information Systems,1,0.006,20.86,0
2/2016,MS Information Systems,1,0.0055,23.55,0
2/2016,MS Information Systems,1,0.0052,21.24,0
2/2016,MS Information Systems,2,0.0091,24.38,0
2/2016,MS Information Systems,2,0.0106,30.43,0
2/2016,MS Information Systems,0,0,0,0
2/2016,MS Information Systems,0,0,0,0
2/2016,MS Information Systems,1,0.0059,17.01,0
2/2016,MS Information Systems,1,0.005,19.79,0
2/2016,MS Information Systems,0,0,0,0
2/2016,MS Information Systems,2,0.0101,30.54,0
2/2016,MS Information Systems,1,0.0059,29.02,0
2/2016,MS Information Systems,0,0,0,0
2/2016,MS Information Systems,1,0.0044,20.43,0
2/2016,MS Information Systems,1,0.005,25.84,0
2/2016,MS Information Systems,2,0.008,14.87,0
2/2016,MS Information Systems,3,0.0142,31.23,0
2/2016,MS Information Systems,1,0.0039,25.77,0
2/2016,MS Information Systems,2,0.0198,47.3,0
1/2016,MS Information Systems,1,0.0044,6.47,0
1/2016,MS Information Systems,1,0.0053,27.32,0
1/2016,MS Information Systems,2,0.0625,55.6,0
1/2016,MS Information Systems,1,0.0045,22.64,0
1/2016,MS Information Systems,2,0.0093,27.4,0
1/2016,MS Information Systems,1,0.0054,15.59,0
1/2016,MS Information Systems,1,0.004,18.01,0
1/2016,MS Information Systems,1,0.0058,21.45,0
1/2016,MS Information Systems,0,0,0,0
1/2016,MS Information Systems,0,0,0,0
1/2016,MS Information Systems,1,0.0045,14.6,0
1/2016,MS Information Systems,1,0.0049,17.74,0
1/2016,MS Information Systems,0,0,0,0
1/2016,MS Information Systems,1,0.0052,17.93,0
1/2016,MS Information Systems,1,0.0061,14.94,1
1/2016,MS Information Systems,0,0,0,0
1/2016,MS Information Systems,1,0.0054,21.98,0
1/2016,MS Information Systems,2,0.0141,46.23,0
1/2016,MS Information Systems,2,0.08,43.82,0
1/2016,MS Information Systems,2,0.0435,47.8,0
1/2016,MS Information Systems,2,0.0095,26.38,0
1/2016,MS Information Systems,0,0,0,0
1/2016,MS Information Systems,1,0.0062,17.11,0
1/2016,MS Information Systems,2,0.0109,21.82,1
1/2016,MS Information Systems,2,0.0105,36.04,0
1/2016,MS Information Systems,0,0,0,0
1/2016,MS Information Systems,0,0,0,0
1/2016,MS Information Systems,0,0,0,0
1/2016,MS Information Systems,0,0,0,0
1/2016,MS Information Systems,1,0.0076,16.22,0
1/2016,MS Information Systems,1,0.0083,13.43,0
12/2015,MS Information Systems,1,0.0072,22.35,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,2,0.0126,44.8,0
12/2015,MS Information Systems,2,0.0253,44.11,0
12/2015,MS Information Systems,1,0.0088,20.59,0
12/2015,MS Information Systems,1,0.0079,15.33,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,1,0.0103,15.38,0
12/2015,MS Information Systems,2,0.0154,41.01,1
12/2015,MS Information Systems,2,0.0182,35.93,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,1,0.0102,29.54,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,1,0.0056,21.33,0
12/2015,MS Information Systems,2,0.0161,35.35,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,1,0.0066,24.17,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,1,0.0047,9.92,0
12/2015,MS Information Systems,1,0.0039,22.49,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,0,0,0,0
12/2015,MS Information Systems,1,0.0039,22.03,0
12/2015,MS Information Systems,1,0.0042,21.5,0
12/2015,MS Information Systems,1,0.0037,21.72,0
12/2015,MS Information Systems,0,0,0,0
11/2015,MS Information Systems,2,0.0087,38.17,0
11/2015,MS Information Systems,1,0.0053,14.43,1
11/2015,MS Information Systems,0,0,0,0
11/2015,MS Information Systems,1,0.0068,21.35,0
11/2015,MS Information Systems,1,0.0075,27.79,0
11/2015,MS Information Systems,2,0.012,34.77,0
11/2015,MS Information Systems,1,0.0041,22.49,0
11/2015,MS Information Systems,2,0.0083,47.92,0
11/2015,MS Information Systems,0,0,0,0
11/2015,MS Information Systems,0,0,0,0
11/2015,MS Information Systems,0,0,0,0
11/2015,MS Information Systems,0,0,0,0
11/2015,MS Information Systems,1,0.0039,12.98,0
11/2015,MS Information Systems,0,0,0,0
11/2015,MS Information Systems,2,0.0278,46.19,0
11/2015,MS Information Systems,3,0.0169,39.24,0
11/2015,MS Information Systems,2,0.0392,40.61,0
11/2015,MS Information Systems,1,0.0042,17.22,1
11/2015,MS Information Systems,1,0.0039,17.97,0
11/2015,MS Information Systems,1,0.0044,24.44,0
11/2015,MS Information Systems,0,0,0,0
11/2015,MS Information Systems,1,0.0043,9.16,0
11/2015,MS Information Systems,2,0.0103,29.96,0
11/2015,MS Information Systems,1,0.0057,16.39,0
11/2015,MS Information Systems,1,0.0045,17.7,0
11/2015,MS Information Systems,2,0.0059,25.24,0
11/2015,MS Information Systems,1,0.0032,18.28,0
11/2015,MS Information Systems,2,0.0135,46.49,0
11/2015,MS Information Systems,1,0.0053,21.91,0
11/2015,MS Information Systems,0,0,0,0
10/2015,MS Information Systems,1,0.0071,24.22,0
10/2015,MS Information Systems,3,0.0259,54.26,0
10/2015,MS Information Systems,3,0.027,57.7,0
10/2015,MS Information Systems,1,0.0033,22.13,0
10/2015,MS Information Systems,2,0.008,30.49,0
10/2015,MS Information Systems,2,0.008,45.92,0
10/2015,MS Information Systems,4,0.0207,83.61,1
10/2015,MS Information Systems,2,0.0108,18.08,0
10/2015,MS Information Systems,0,0,0,0
10/2015,MS Information Systems,2,0.0081,30.64,0
10/2015,MS Information Systems,0,0,0,0
10/2015,MS Information Systems,1,0.0042,24.3,0
10/2015,MS Information Systems,0,0,0,0
10/2015,MS Information Systems,3,0.0185,55.51,0
10/2015,MS Information Systems,0,0,0,0
10/2015,MS Information Systems,0,0,0,0
10/2015,MS Information Systems,1,0.005,12.49,0
10/2015,MS Information Systems,2,0.0072,44.76,1
10/2015,MS Information Systems,3,0.0135,47.12,0
10/2015,MS Information Systems,2,0.0076,34.39,0
10/2015,MS Information Systems,1,0.0049,17.57,0
10/2015,MS Information Systems,0,0,0,0
10/2015,MS Information Systems,0,0,0,0
10/2015,MS Information Systems,1,0.0031,23.82,0
10/2015,MS Information Systems,1,0.0036,24.32,0
10/2015,MS Information Systems,0,0,0,0
10/2015,MS Information Systems,1,0.0021,16.3,0
10/2015,MS Information Systems,2,0.0036,53.94,0
10/2015,MS Information Systems,0,0,0,0
10/2015,MS Information Systems,2,0.0026,42.99,0
10/2015,MS Information Systems,5,0.0071,81.64,0
9/2015,MS Information Systems,5,0.0087,95.1,0
9/2015,MS Information Systems,2,0.0023,32.99,0
9/2015,MS Information Systems,2,0.0021,59.7,0
9/2015,MS Information Systems,0,0,0,0
9/2015,MS Information Systems,1,0.0014,23.4,0
9/2015,MS Information Systems,1,0.001,28.2,0
9/2015,MS Information Systems,1,0.0009,23.14,0
9/2015,MS Information Systems,1,0.0009,9.2,0
9/2015,MS Information Systems,5,0.0046,78.65,0
9/2015,MS Information Systems,5,0.0045,88.55,0
9/2015,MS Information Systems,2,0.0026,36.6,0
9/2015,MS Information Systems,2,0.0025,52.34,0
9/2015,MS Information Systems,3,0.0029,58.49,1
9/2015,MS Information Systems,1,0.001,29.78,0
9/2015,MS Information Systems,1,0.001,19.73,0
9/2015,MS Information Systems,1,0.0019,24.02,0
9/2015,MS Information Systems,0,0,0,0
9/2015,MS Information Systems,1,0.0164,14.77,0
9/2015,MS Information Systems,0,0,0,0
9/2015,MS Information Systems,0,0,0,0
9/2015,MS Information Systems,0,0,0,0
9/2015,MS Information Systems,0,0,0,0
9/2016,MS Innovation,12,0.0207,108.05,3
9/2016,MS Leadership,5,0.0094,87.64,0
9/2016,MS Leadership,6,0.0072,84.05,0
9/2016,MS Leadership,5,0.0057,86.54,0
9/2016,MS Leadership,8,0.0104,82.77,1
9/2016,MS Leadership,6,0.0087,96.24,0
9/2016,MS Leadership,7,0.0103,95.87,1
9/2016,MS Leadership,7,0.0087,94.32,0
9/2016,MS Leadership,6,0.0078,82.13,0
9/2016,MS Leadership,10,0.0165,85.12,0
9/2016,MS Leadership,5,0.014,91.65,0
9/2016,MS Leadership,8,0.0118,84.48,2
8/2016,MS Leadership,5,0.0087,58.41,0
8/2016,MS Leadership,4,0.0074,64.03,0
8/2016,MS Leadership,9,0.0093,93.45,0
8/2016,MS Leadership,8,0.0055,81.53,1
8/2016,MS Leadership,7,0.0049,82.19,0
8/2016,MS Leadership,8,0.0074,83.72,0
8/2016,MS Leadership,8,0.0075,86.55,1
8/2016,MS Leadership,8,0.0105,91.61,0
8/2016,MS Leadership,7,0.0102,88.89,0
8/2016,MS Leadership,8,0.0066,64.89,0
8/2016,MS Leadership,9,0.0058,82.7,0
8/2016,MS Leadership,9,0.006,90.19,0
8/2016,MS Leadership,7,0.0102,89.18,0
8/2016,MS Leadership,7,0.0055,94.78,0
8/2016,MS Leadership,9,0.0062,95.22,1
8/2016,MS Leadership,7,0.0106,88.08,0
8/2016,MS Leadership,9,0.0095,83.47,0
8/2016,MS Leadership,6,0.0058,85.23,0
8/2016,MS Leadership,10,0.0056,94.67,1
8/2016,MS Leadership,4,0.0339,63.58,0
8/2016,MS Leadership,4,0.0377,68.55,0
7/2016,MS Leadership,0,0,0,0
7/2016,MS Leadership,2,0.0263,34.59,0
7/2016,MS Leadership,5,0.0385,77.28,1
7/2016,MS Leadership,0,0,0,0
7/2016,MS Leadership,3,0.0242,58.92,0
7/2016,MS Leadership,1,0.0055,35.61,0
7/2016,MS Leadership,5,0.0735,93.17,1
7/2016,MS Leadership,1,0.0133,29.29,0
7/2016,MS Leadership,3,0.0201,50.53,0
7/2016,MS Leadership,3,0.0146,44.06,0
7/2016,MS Leadership,0,0,0,0
7/2016,MS Leadership,0,0,0,0
7/2016,MS Leadership,3,0.0141,28.44,1
7/2016,MS Leadership,3,0.0119,55.85,1
7/2016,MS Leadership,4,0.0084,73.18,0
7/2016,MS Leadership,4,0.01,78.49,0
7/2016,MS Leadership,5,0.0113,90.67,0
7/2016,MS Leadership,4,0.0265,96,0
7/2016,MS Leadership,5,0.0155,92.26,0
7/2016,MS Leadership,5,0.021,96,0
7/2016,MS Leadership,5,0.0187,105.58,1
7/2016,MS Leadership,1,0.0031,16.47,0
7/2016,MS Leadership,5,0.0123,94.7,0
7/2016,MS Leadership,4,0.0154,91.24,0
7/2016,MS Leadership,1,0.0032,14.92,0
7/2016,MS Leadership,4,0.0137,83.41,1
6/2016,MS Leadership,7,0.0181,119.66,0
6/2016,MS Leadership,6,0.0201,56.46,0
6/2016,MS Leadership,0,0,0,0
6/2016,MS Leadership,4,0.0056,70.09,1
6/2016,MS Leadership,6,0.017,106.7,0
6/2016,MS Leadership,3,0.0112,67.43,0
6/2016,MS Leadership,4,0.0143,80.34,0
6/2016,MS Leadership,4,0.0187,39.58,0
6/2016,MS Leadership,2,0.0031,33.45,0
6/2016,MS Leadership,5,0.0162,70.51,0
6/2016,MS Leadership,3,0.0103,64.71,0
6/2016,MS Leadership,3,0.013,58.32,1
6/2016,MS Leadership,2,0.0026,33.29,0
6/2016,MS Leadership,1,0.0037,15.72,0
6/2016,MS Leadership,4,0.014,66.55,1
6/2016,MS Leadership,3,0.0036,62.78,0
6/2016,MS Leadership,4,0.0211,66.12,0
6/2016,MS Leadership,3,0.0108,63.83,0
6/2016,MS Leadership,4,0.0064,70.58,0
6/2016,MS Leadership,0,0,0,0
6/2016,MS Leadership,3,0.0047,69.31,0
6/2016,MS Leadership,3,0.0099,56.65,0
6/2016,MS Leadership,3,0.0069,62.9,0
6/2016,MS Leadership,3,0.0219,61.09,0
6/2016,MS Leadership,3,0.004,35.75,0
6/2016,MS Leadership,0,0,0,0
5/2016,MS Leadership,0,0,0,0
5/2016,MS Leadership,0,0,0,0
5/2016,MS Leadership,3,0.009,69.85,0
5/2016,MS Leadership,9,0.0102,147.39,0
5/2016,MS Leadership,3,0.0082,27.95,0
5/2016,MS Leadership,10,0.0116,210.71,1
5/2016,MS Leadership,9,0.0098,193.31,1
5/2016,MS Leadership,4,0.0081,76.85,0
5/2016,MS Leadership,7,0.0271,94.16,3
5/2016,MS Leadership,5,0.0085,119.8,1
5/2016,MS Leadership,5,0.0126,48.87,0
5/2016,MS Leadership,6,0.0116,115.43,1
5/2016,MS Leadership,6,0.0143,113.9,1
5/2016,MS Leadership,5,0.0108,95.41,0
5/2016,MS Leadership,5,0.0187,95.97,1
